81	4.977824957957862e+00	4.977824957957862e+00	0.000000000000000e+00
82	4.990020079909081e+00	4.990020079909082e+00	2.220446049250313e-16
83	5.002068272680166e+00	5.002068272680167e+00	2.220446049250313e-16
84	5.013973034584928e+00	5.013973034584929e+00	2.220446049250313e-16
85	5.025737740467281e+00	5.025737740467282e+00	2.220446049250313e-16
86	5.037365647444025e+00	5.037365647444026e+00	2.220446049250313e-16
87	5.048859900317588e+00	5.048859900317590e+00	3.330669073875470e-16
88	5.060223536681224e+00	5.060223536681225e+00	2.220446049250313e-16
89	5.071459491737405e+00	5.071459491737405e+00	2.220446049250313e-16
90	5.082570602848516e+00	5.082570602848516e+00	2.220446049250313e-16
91	5.093559613837527e+00	5.093559613837527e+00	2.220446049250313e-16
92	5.104429179054918e+00	5.104429179054918e+00	0.000000000000000e+00
93	5.115181867226961e+00	5.115181867226962e+00	2.220446049250313e-16
94	5.125820165099301e+00	5.125820165099302e+00	2.220446049250313e-16
95	5.136346480888775e+00	5.136346480888776e+00	2.220446049250313e-16
96	5.146763147555442e+00	5.146763147555443e+00	2.220446049250313e-16
97	5.157072425905957e+00	5.157072425905958e+00	2.220446049250313e-16
98	5.167276507538610e+00	5.167276507538611e+00	2.220446049250313e-16
99	5.177377517639621e+00	5.177377517639621e+00	0.000000000000000e+00
100	5.187377517639621e+00	5.187377517639622e+00	2.220446049250313e-16
